mode,scenario,variant,round,iterations,total_ns,ns_per_iteration,events
bytes_tokio,small_data_4b_chunks,core,3,1,10177648,10177648,100000
bytes_tokio,small_data_4b_chunks,step1,3,1,12007694,12007694,100000
bytes_tokio,small_data_4b_chunks,baseline,3,1,12002208,12002208,100000
bytes_tokio,small_data_4b_chunks,step1,4,1,12096788,12096788,100000
bytes_tokio,small_data_4b_chunks,baseline,4,1,11898478,11898478,100000
bytes_tokio,small_data_4b_chunks,core,4,1,10187155,10187155,100000
bytes_tokio,small_data_4b_chunks,core,5,1,10185321,10185321,100000
bytes_tokio,small_data_4b_chunks,baseline,5,1,11923952,11923952,100000
bytes_tokio,small_data_4b_chunks,step1,5,1,11939955,11939955,100000
bytes_tokio,small_data_4b_chunks,baseline,6,1,11890527,11890527,100000
bytes_tokio,small_data_4b_chunks,step1,6,1,11998779,11998779,100000
bytes_tokio,small_data_4b_chunks,core,6,1,10351413,10351413,100000
bytes_tokio,small_data_4b_chunks,baseline,7,1,11964564,11964564,100000
bytes_tokio,small_data_4b_chunks,core,7,1,10167453,10167453,100000
bytes_tokio,small_data_4b_chunks,step1,7,1,11993775,11993775,100000
bytes_tokio,small_data_4b_chunks,step1,8,1,11957207,11957207,100000
bytes_tokio,small_data_4b_chunks,baseline,8,1,11908583,11908583,100000
bytes_tokio,small_data_4b_chunks,core,8,1,10159888,10159888,100000
bytes_tokio,small_data_4b_chunks,step1,9,1,11962332,11962332,100000
bytes_tokio,small_data_4b_chunks,core,9,1,10198098,10198098,100000
bytes_tokio,small_data_4b_chunks,baseline,9,1,11930901,11930901,100000
bytes_tokio,small_data_4b_chunks,step1,10,1,11978926,11978926,100000
bytes_tokio,small_data_4b_chunks,baseline,10,1,11918027,11918027,100000
bytes_tokio,small_data_4b_chunks,core,10,1,10245848,10245848,100000
bytes_tokio,small_data_4b_chunks,baseline,11,1,11977656,11977656,100000
bytes_tokio,small_data_4b_chunks,core,11,1,10222305,10222305,100000
